Account_ID,Customer_Name,Age,Gender,City,State,Account_Type,Balance,Branch_ID,IFSC_Code,Transaction_ID,Transaction_Type,Transaction_Amount,Transaction_Date,Loan_Status,Loan_Amount,Credit_Score,Debit_Card,Net_Banking,Mobile_Banking,Last_Login,KYC_Status,PAN_Number,Aadhar_Number,Email,Phone_Number,Nominee_Name,Account_Open_Date,Interest_Rate,Overdraft_Limit,Account_Status
ACC105427,Arjun Verma,27,Female,Mumbai,MP,Savings,367768.84,BR579,IFSC25410,TXN2655978,Debit,38287.12,2018-03-27,Closed,128164.48,469,Yes,No,No,2024-05-31,Pending,NUX9GO3QWU,951049187446,QZCNSX@bankmail.com,9148248044,Vikas Gupta,2024-12-01,8.78,68337.15,Active
ACC105428,Rohit Jain,50,Female,Delhi,MH,Current,769128.29,BR167,IFSC53349,TXN1715086,Credit,18030.03,2024-04-27,Closed,296317.6,898,No,Yes,No,2022-12-24,Pending,QBGOQ2R2IX,192955723157,W6BVZ2@bankmail.com,7561432695,Vikas Kumar,2018-03-19,2.92,47510.7,Inactive
ACC105429,Neha Singh,75,Female,Delhi,MH,Savings,794463.51,BR834,IFSC50860,TXN9953122,Credit,8575.17,2019-09-28,Pending,428643.74,462,No,No,Yes,2023-08-20,Verified,PR0LYPTZMI,588347649294,COC5JX@bankmail.com,7536376446,Amit Gupta,2025-03-01,4.87,20872.66,Inactive
ACC105430,Arjun Kumar,29,Female,Lucknow,RJ,Current,459563.47,BR301,IFSC90816,TXN8693844,Debit,29627.81,2023-04-20,Active,38213.11,593,No,No,No,2020-06-01,Pending,EM83M4BW63,791784030877,TRMDHG@bankmail.com,6791813104,Neha Sharma,2018-12-18,2.91,130394.54,Inactive
ACC105431,Arjun Gupta,32,Female,Bhopal,MP,Savings,308188.64,BR857,IFSC56400,TXN1727531,Credit,29617.16,2020-12-21,Closed,140823.53,706,Yes,Yes,No,2018-06-17,Pending,RVU1GT4N10,409017339621,11DH6M@bankmail.com,7067453552,Amit Sharma,2019-02-16,4.35,165105.48,Inactive
ACC105432,Rohit Sharma,46,Female,Delhi,UP,Savings,264247.86,BR972,IFSC36205,TXN8623127,Debit,48891.27,2020-06-30,Pending,269103.1,819,No,Yes,Yes,2018-02-25,Verified,Y5PTU9YF8C,330115013605,D057DY@bankmail.com,8452636085,Vikas Singh,2019-06-17,3.48,82455.94,Inactive
ACC105433,Amit Gupta,26,Female,Lucknow,RJ,Current,312482.94,BR543,IFSC17354,TXN9107848,Debit,33798.98,2026-02-06,Pending,331973.83,603,No,No,Yes,2021-06-07,Verified,HPWG74VALW,576066728318,WU6LRH@bankmail.com,8601927553,Neha Verma,2025-09-14,4.25,172400.05,Inactive
ACC105434,Arjun Kumar,45,Male,Indore,UP,Savings,888918.4,BR294,IFSC15193,TXN4021183,Debit,6374.79,2026-02-14,Closed,137461.96,635,Yes,No,No,2020-10-25,Pending,5FLXU13HGO,603562253686,26XCKT@bankmail.com,7288496300,Vikas Patel,2018-03-23,2.6,151527.16,Inactive
ACC105435,Amit Patel,62,Female,Lucknow,UP,Savings,521567.27,BR446,IFSC60452,TXN9612925,Debit,17687.79,2018-02-25,Active,97697.0,841,Yes,No,Yes,2021-06-26,Pending,78C7FJKBLL,620952650424,LLR5SV@bankmail.com,9347302055,Priya Patel,2025-06-22,8.91,133848.04,Active
ACC105436,Priya Sharma,55,Female,Mumbai,RJ,Savings,92621.37,BR928,IFSC73562,TXN4874363,Credit,24011.78,2021-08-24,Active,62502.87,864,Yes,No,Yes,2018-12-30,Pending,F3EI4YLZ9L,231685387838,XJR3WF@bankmail.com,9308860796,Neha Gupta,2018-06-16,5.47,161294.3,Inactive
ACC105437,Rohit Gupta,62,Male,Indore,DL,Savings,833114.9,BR343,IFSC93615,TXN9283270,Debit,44140.56,2020-01-21,Active,63312.88,459,Yes,No,Yes,2020-07-22,Verified,0NVAG33DE7,911664736827,G47O6X@bankmail.com,6765694393,Anjali Jain,2020-01-13,5.44,162537.43,Active
ACC105438,Arjun Sharma,72,Male,Lucknow,UP,Current,631385.76,BR598,IFSC68963,TXN9898231,Debit,40700.33,2018-09-10,Active,210064.61,682,No,No,Yes,2018-10-01,Pending,RT1ICFHG3P,296336138173,LQG9GA@bankmail.com,6674270620,Rahul Verma,2018-08-17,4.84,96995.03,Inactive
ACC105439,Kavya Jain,51,Male,Pune,RJ,Current,274226.45,BR601,IFSC75260,TXN2570724,Credit,12188.84,2025-01-13,Active,86665.82,382,Yes,No,No,2026-02-22,Pending,Q0D5CTHJLV,866196994186,OIQL32@bankmail.com,6129068715,Neha Jain,2025-12-22,6.49,114475.44,Inactive
ACC105440,Anjali Gupta,42,Male,Pune,DL,Savings,800895.54,BR365,IFSC38287,TXN8155480,Debit,23958.63,2021-07-03,Active,48416.24,319,No,No,Yes,2024-06-22,Verified,V6QV263ZKR,429934669430,0BQ1VD@bankmail.com,8713886631,Rahul Sharma,2026-01-06,2.37,37233.76,Active
ACC105441,Anjali Sharma,57,Male,Mumbai,DL,Savings,36890.23,BR308,IFSC74320,TXN9540259,Credit,26982.97,2018-11-18,Active,244831.56,635,Yes,No,No,2025-03-25,Verified,II24J7KPQD,535095267293,LV5OXP@bankmail.com,9887625172,Anjali Sharma,2024-12-06,8.63,34869.95,Active
ACC105442,Priya Verma,61,Male,Jaipur,RJ,Savings,247427.14,BR150,IFSC55683,TXN1932863,Debit,12599.33,2024-04-12,Active,105039.95,396,Yes,No,Yes,2023-03-31,Pending,L8K7VJV4J7,840038327947,6W23IN@bankmail.com,8144404181,Amit Patel,2022-03-17,4.96,68570.15,Active
ACC105443,Kavya Singh,27,Male,Lucknow,RJ,Current,146437.08,BR679,IFSC53681,TXN2626866,Credit,38950.04,2025-01-31,Pending,409376.35,891,Yes,No,Yes,2022-11-29,Pending,UAR67EM7BL,534042613386,S3YGKP@bankmail.com,8397785474,Neha Sharma,2024-05-31,8.35,105047.48,Active
ACC105444,Vikas Patel,37,Male,Lucknow,UP,Savings,693362.77,BR562,IFSC94559,TXN7891008,Credit,46829.77,2024-06-08,Active,446245.08,836,No,Yes,No,2020-02-07,Verified,AQ9G1C7U3Y,172039359820,CVHJ59@bankmail.com,6135100744,Priya Patel,2018-09-29,2.92,92737.24,Inactive
ACC105445,Priya Sharma,54,Male,Jaipur,DL,Current,595140.66,BR842,IFSC48077,TXN9923609,Debit,23690.92,2024-01-03,Active,463616.3,514,No,No,No,2021-05-13,Verified,9H4RRK1Q58,984104990291,58X61M@bankmail.com,8176023731,Vikas Kumar,2019-11-08,4.8,90446.64,Active
ACC105446,Arjun Singh,37,Female,Indore,MP,Savings,316718.78,BR603,IFSC20811,TXN6760947,Debit,2181.23,2023-02-25,Closed,429678.62,825,No,No,Yes,2020-11-23,Pending,0Z40ENMP1R,340059952592,15KALK@bankmail.com,7410841888,Rohit Sharma,2021-11-28,5.32,37890.64,Active
ACC105447,Priya Sharma,64,Male,Lucknow,UP,Savings,247691.06,BR398,IFSC95581,TXN5544837,Debit,27598.91,2022-07-19,Pending,465057.51,509,Yes,No,Yes,2019-11-24,Pending,VL26ZSTB27,299956370494,JMVGB2@bankmail.com,7852921162,Kavya Jain,2020-08-15,2.36,150675.02,Inactive
ACC105448,Rahul Verma,22,Female,Mumbai,MH,Savings,411815.33,BR144,IFSC15317,TXN9405142,Debit,48858.33,2022-11-17,Closed,18681.91,876,No,Yes,No,2024-04-27,Pending,DCOJB16CRS,308711216697,P672Q7@bankmail.com,8683464897,Neha Patel,2018-10-03,7.5,197539.46,Active
ACC105449,Kavya Sharma,18,Female,Jaipur,MP,Savings,200953.33,BR147,IFSC31323,TXN6306095,Credit,24351.44,2021-01-09,Pending,480152.0,399,Yes,Yes,No,2024-10-09,Verified,N525I6QJOK,862351269854,KWC5YD@bankmail.com,7060142684,Sneha Patel,2025-05-27,4.09,94447.58,Active
ACC105450,Priya Kumar,24,Male,Indore,RJ,Current,941746.2,BR103,IFSC26721,TXN7647011,Debit,10304.7,2023-06-21,Closed,63241.03,741,Yes,Yes,No,2021-03-28,Verified,9CEIZEMUTT,948178185198,ZIGKWW@bankmail.com,7230229954,Neha Patel,2025-04-03,2.32,153756.5,Inactive
ACC105451,Rohit Gupta,56,Female,Mumbai,MP,Current,188778.18,BR532,IFSC29631,TXN3865704,Credit,17724.99,2020-09-12,Pending,220300.94,899,Yes,No,No,2026-02-13,Pending,1X1V0BV7M8,309507669261,U53KY4@bankmail.com,8114001141,Rahul Sharma,2019-12-21,4.88,190059.64,Active
ACC105452,Amit Singh,44,Female,Jaipur,DL,Current,263449.53,BR809,IFSC77888,TXN3598751,Credit,40034.15,2020-01-21,Active,54167.89,697,Yes,Yes,Yes,2026-01-06,Pending,XVBQ29V5M8,734819287452,JIBWCO@bankmail.com,9423196797,Sneha Singh,2019-08-10,5.87,197773.42,Inactive
ACC105453,Anjali Singh,66,Female,Pune,UP,Current,434140.64,BR272,IFSC19531,TXN2650172,Credit,6426.17,2019-07-12,Closed,164774.86,692,Yes,No,No,2018-06-30,Pending,QA4SLMHNM8,275953130579,G8HFNK@bankmail.com,6621893182,Kavya Singh,2022-10-05,6.87,140551.3,Active
ACC105454,Arjun Sharma,73,Female,Delhi,DL,Current,425973.39,BR199,IFSC16844,TXN3207664,Credit,35725.1,2025-04-15,Closed,300111.36,352,Yes,Yes,No,2021-10-20,Pending,0M32QLRPDV,794720675227,CFZQLP@bankmail.com,8708628182,Priya Sharma,2023-07-30,7.22,83855.83,Inactive
ACC105455,Arjun Gupta,32,Female,Indore,MH,Savings,51275.4,BR327,IFSC27794,TXN5496215,Credit,27986.08,2021-04-09,Active,147299.65,424,Yes,Yes,No,2021-08-11,Verified,TLCM300OPD,640767047800,GOQI4G@bankmail.com,9427125581,Rahul Singh,2023-04-07,6.07,197624.86,Active
ACC105456,Kavya Jain,68,Female,Lucknow,DL,Current,983593.64,BR248,IFSC29709,TXN7379400,Credit,3172.31,2018-10-19,Pending,386697.79,508,Yes,No,Yes,2024-12-25,Verified,14QXOQY1N9,901541118442,X8D21A@bankmail.com,9879692029,Sneha Sharma,2021-04-07,3.2,146084.34,Inactive
ACC105457,Anjali Jain,48,Male,Indore,DL,Savings,558324.53,BR980,IFSC43592,TXN7352315,Credit,11590.97,2021-11-24,Pending,344496.59,389,No,Yes,Yes,2022-08-31,Verified,IC50G9KAQ1,332658902857,EDZB2Y@bankmail.com,7071589080,Vikas Jain,2022-02-03,4.8,81671.16,Active
ACC105458,Sneha Verma,55,Female,Mumbai,RJ,Current,721382.96,BR340,IFSC61906,TXN7260065,Debit,43484.61,2023-02-02,Active,148487.04,868,Yes,No,Yes,2020-10-28,Verified,8QZ06GO3WB,764768220609,K2CNQO@bankmail.com,9625746047,Amit Gupta,2020-02-14,7.95,132344.26,Active
ACC105459,Neha Gupta,36,Female,Indore,RJ,Savings,258024.75,BR279,IFSC57784,TXN1810675,Debit,34241.42,2023-12-17,Active,46095.65,561,Yes,Yes,Yes,2018-01-28,Pending,UHBQ5QRKH6,173786960192,8CZI6P@bankmail.com,9432271897,Anjali Patel,2024-11-10,8.58,113628.35,Inactive
ACC105460,Sneha Sharma,32,Female,Jaipur,RJ,Savings,73737.71,BR846,IFSC43867,TXN7810966,Credit,45975.95,2025-08-17,Closed,487700.45,630,No,Yes,No,2025-05-14,Verified,J5UXSXVWPE,809237396396,GU6B1V@bankmail.com,9724167528,Priya Jain,2024-01-07,6.38,96200.86,Inactive
ACC105461,Priya Verma,53,Male,Lucknow,MP,Savings,234768.54,BR176,IFSC18553,TXN3247479,Debit,334.98,2023-08-02,Closed,460597.74,435,No,Yes,No,2025-07-23,Pending,D7JF5QX97E,842647258591,QXN52R@bankmail.com,6114828403,Sneha Patel,2020-05-02,7.64,155900.41,Inactive
ACC105462,Rohit Gupta,20,Male,Jaipur,RJ,Savings,177788.41,BR564,IFSC87909,TXN8686461,Debit,10116.98,2025-02-25,Active,71759.0,827,Yes,Yes,No,2023-06-16,Verified,MWOGZ1GPTQ,159138160491,QIC9AN@bankmail.com,9698566879,Arjun Kumar,2019-10-30,3.66,74123.11,Inactive
ACC105463,Priya Verma,36,Female,Delhi,MH,Savings,315851.8,BR687,IFSC88329,TXN2552088,Debit,13911.43,2024-11-19,Active,55055.6,348,No,Yes,No,2022-09-02,Verified,NHCQBVDNM0,411049771686,BUYT9L@bankmail.com,7618309809,Anjali Gupta,2021-07-06,3.7,23768.42,Inactive
ACC105464,Neha Gupta,65,Female,Indore,DL,Savings,756516.45,BR537,IFSC87862,TXN3911296,Debit,49815.21,2022-04-28,Pending,239959.81,656,No,No,Yes,2020-11-07,Verified,QWHNCYWFBX,979712460433,Y5NPXY@bankmail.com,8601563116,Neha Jain,2019-04-15,6.41,179875.73,Inactive
ACC105465,Priya Singh,25,Male,Delhi,RJ,Current,772602.63,BR605,IFSC43322,TXN9682414,Debit,35054.83,2021-12-30,Closed,257179.61,450,No,Yes,Yes,2020-11-08,Verified,LYFITBQ72W,896696587089,QSICP3@bankmail.com,8615743911,Neha Verma,2019-03-25,6.27,174108.42,Inactive
ACC105466,Rahul Jain,47,Female,Indore,DL,Current,107955.87,BR396,IFSC65135,TXN7199831,Debit,25839.06,2021-07-27,Active,71953.44,626,Yes,Yes,No,2025-11-27,Verified,BZTJHNAN8G,480319875388,3Z9K1S@bankmail.com,7336275860,Arjun Patel,2023-03-21,8.47,53033.45,Active
ACC105467,Vikas Kumar,31,Male,Pune,RJ,Savings,434813.51,BR246,IFSC39784,TXN5622134,Credit,29503.4,2021-03-27,Active,102472.41,668,No,No,No,2019-05-21,Pending,K3G5X1FNIO,964804236477,N08I9Q@bankmail.com,9915721673,Sneha Jain,2022-08-10,4.07,134719.68,Inactive
ACC105468,Vikas Patel,61,Female,Indore,MP,Current,924619.93,BR953,IFSC27267,TXN6071283,Debit,22737.51,2026-03-03,Closed,270568.85,849,Yes,No,No,2022-11-11,Pending,2M6ZNHZAUT,224653987883,OKJZIK@bankmail.com,6482271737,Neha Jain,2020-06-06,8.89,71146.7,Inactive
ACC105469,Neha Verma,53,Male,Indore,MH,Current,467479.57,BR786,IFSC66411,TXN8778856,Credit,2577.6,2023-05-09,Active,350439.5,561,Yes,Yes,No,2019-01-11,Pending,Y7HM5N90FM,271480797901,LGB6LF@bankmail.com,8863068933,Rahul Gupta,2021-09-07,4.79,59454.95,Inactive
ACC105470,Sneha Verma,61,Female,Mumbai,DL,Savings,118360.54,BR138,IFSC67613,TXN3151279,Debit,44469.92,2023-06-15,Pending,451415.81,814,No,Yes,Yes,2026-03-04,Verified,MQP17R8FTP,146794900411,DY498I@bankmail.com,7766877438,Kavya Sharma,2024-11-19,3.68,100014.92,Inactive
ACC105471,Anjali Sharma,42,Female,Jaipur,RJ,Savings,423130.12,BR252,IFSC17707,TXN1850305,Credit,26454.68,2018-10-14,Pending,309532.55,594,Yes,Yes,No,2019-08-11,Verified,VT4ACUALDY,298978983673,Q6MEWR@bankmail.com,6265781002,Priya Verma,2018-12-08,7.28,182148.74,Active
ACC105472,Vikas Gupta,24,Female,Bhopal,MH,Savings,292332.99,BR116,IFSC58502,TXN9873444,Credit,783.8,2018-08-21,Active,390428.57,688,Yes,Yes,Yes,2022-02-20,Verified,OUBD0ROSMW,523579193179,04XKSG@bankmail.com,7619694592,Priya Verma,2021-06-06,4.32,63037.56,Active
ACC105473,Neha Kumar,42,Female,Pune,DL,Savings,850115.93,BR336,IFSC17230,TXN8790954,Credit,38993.96,2024-08-27,Closed,189162.89,835,No,Yes,Yes,2020-04-27,Verified,B2W3BN2N35,378309250383,EH03U9@bankmail.com,8352015476,Rohit Kumar,2019-04-25,3.32,84364.06,Active
ACC105474,Rohit Verma,68,Female,Mumbai,RJ,Current,620388.85,BR741,IFSC30465,TXN6168225,Credit,5770.09,2026-02-14,Pending,278901.06,642,No,Yes,Yes,2020-07-28,Verified,VHIF34TBF1,165808430230,H11QV2@bankmail.com,7533329681,Kavya Patel,2018-04-18,8.45,175337.78,Inactive
ACC105475,Rahul Sharma,70,Female,Pune,RJ,Savings,10040.99,BR865,IFSC73558,TXN3487691,Credit,25465.34,2018-04-26,Closed,11570.92,644,Yes,No,No,2022-01-06,Verified,GPINQKIP3R,354700938716,CQM5QH@bankmail.com,9827686179,Arjun Gupta,2021-10-03,7.96,101665.0,Active
ACC105476,Arjun Sharma,54,Male,Bhopal,RJ,Current,873944.66,BR372,IFSC71179,TXN6028830,Debit,22728.62,2019-07-08,Pending,125991.59,371,No,No,No,2018-04-21,Pending,0BMNOVQGDO,898490561230,2NZPNO@bankmail.com,6771370049,Vikas Gupta,2025-03-17,4.71,115103.83,Inactive
ACC105477,Amit Kumar,59,Female,Jaipur,MP,Savings,774555.04,BR312,IFSC92129,TXN2505614,Credit,42172.3,2018-01-08,Closed,178521.69,506,Yes,Yes,Yes,2021-06-26,Pending,3BO7BJHGBF,863120317332,5UXLQC@bankmail.com,9478965976,Anjali Patel,2019-05-06,8.52,25149.69,Active
ACC105478,Priya Sharma,44,Male,Jaipur,RJ,Savings,301320.76,BR866,IFSC24262,TXN1248391,Debit,19254.75,2023-10-07,Active,375451.21,779,Yes,Yes,No,2024-04-23,Pending,LJCP10MB8T,874909373955,LSITUY@bankmail.com,7114100986,Amit Jain,2025-01-16,5.61,65610.85,Inactive
ACC105479,Sneha Gupta,18,Male,Jaipur,DL,Current,2543.58,BR841,IFSC84070,TXN2904057,Debit,47128.07,2020-09-27,Closed,167711.33,507,No,Yes,Yes,2023-05-08,Verified,9CN5900LVT,486691790995,C1J8MN@bankmail.com,7481699735,Amit Verma,2026-02-08,5.91,83814.21,Inactive
ACC105480,Amit Gupta,24,Female,Lucknow,UP,Current,16054.13,BR233,IFSC66693,TXN2736424,Credit,46076.69,2021-10-13,Pending,282782.4,345,Yes,Yes,No,2022-11-20,Verified,JHFS26U02D,785480350092,4VOQJW@bankmail.com,7409906780,Sneha Kumar,2024-07-23,2.53,89155.54,Active
ACC105481,Arjun Gupta,52,Female,Mumbai,UP,Savings,215119.28,BR958,IFSC45637,TXN9540570,Credit,26560.46,2024-09-25,Closed,28787.67,457,No,Yes,No,2018-03-14,Pending,VUZLILAMG4,661781017677,DJRB77@bankmail.com,9777499908,Priya Singh,2023-10-12,2.91,71095.75,Active
ACC105482,Amit Verma,31,Female,Pune,MH,Savings,485562.76,BR290,IFSC93470,TXN5450911,Credit,5043.24,2024-02-18,Pending,450179.02,511,No,Yes,Yes,2019-12-26,Verified,00RWBPTH1N,446516465856,A4YIWF@bankmail.com,8735193413,Kavya Sharma,2021-02-02,2.36,141696.37,Inactive
ACC105483,Amit Jain,35,Female,Indore,MH,Savings,344742.71,BR776,IFSC56381,TXN1600835,Credit,26483.55,2023-03-08,Active,319577.56,678,No,Yes,No,2019-02-22,Verified,3E8PLFDA7C,959935623976,XFCHBT@bankmail.com,6144179144,Vikas Jain,2025-04-12,7.45,14937.95,Active
ACC105484,Neha Kumar,24,Male,Delhi,UP,Savings,679344.13,BR698,IFSC98715,TXN6402012,Debit,27310.54,2024-03-05,Closed,94063.13,775,No,No,Yes,2022-11-27,Pending,982VIX2SYN,252840969757,0CU2ZY@bankmail.com,7230438932,Anjali Verma,2022-09-22,4.2,80562.44,Inactive
ACC105485,Priya Patel,29,Male,Lucknow,DL,Savings,176594.76,BR904,IFSC95044,TXN4464642,Credit,16847.82,2023-09-19,Closed,456309.34,796,No,No,Yes,2018-08-03,Verified,2KQSK50H6X,618780638692,78Q5GQ@bankmail.com,7388956225,Kavya Kumar,2018-09-12,6.4,51842.58,Active
ACC105486,Sneha Kumar,22,Male,Indore,RJ,Current,150864.74,BR187,IFSC73875,TXN8183881,Debit,9673.0,2018-04-26,Pending,251004.15,678,No,Yes,Yes,2018-07-13,Verified,2TNV5U5NBQ,686851885215,LOFXDM@bankmail.com,7296410880,Sneha Jain,2023-10-03,5.62,29699.85,Active
ACC105487,Sneha Kumar,19,Male,Bhopal,RJ,Current,635525.86,BR689,IFSC54201,TXN3188728,Debit,277.28,2023-05-21,Active,347658.68,787,Yes,Yes,No,2023-02-24,Verified,341XDNG8X5,843952103029,MAHZ04@bankmail.com,6940860789,Anjali Verma,2022-10-30,3.09,81999.44,Active
ACC105488,Sneha Kumar,62,Female,Bhopal,RJ,Savings,966374.38,BR512,IFSC65594,TXN9737322,Credit,9030.95,2022-10-29,Pending,181986.51,602,Yes,Yes,Yes,2024-06-18,Pending,XOGDZ7WY5T,771430785947,JWSMFV@bankmail.com,8654939725,Rohit Kumar,2023-11-17,8.96,170905.75,Active
ACC105489,Arjun Gupta,58,Female,Jaipur,MP,Current,388514.89,BR692,IFSC23290,TXN3967745,Debit,16035.86,2025-03-13,Closed,102529.19,334,Yes,No,No,2024-03-28,Pending,46EBINF7O4,111076085583,TPKG99@bankmail.com,9236545518,Vikas Jain,2023-03-27,8.55,42504.52,Inactive
ACC105490,Sneha Singh,63,Male,Lucknow,MH,Current,303758.74,BR160,IFSC13610,TXN3894224,Credit,38441.32,2018-04-21,Closed,249089.39,800,Yes,No,Yes,2024-02-10,Verified,JMTBDB5O8C,712321145156,LS9F0E@bankmail.com,7326182948,Sneha Sharma,2024-02-05,4.69,36552.1,Inactive
ACC105491,Vikas Patel,73,Female,Mumbai,MP,Savings,364273.35,BR589,IFSC97025,TXN7293771,Credit,1501.94,2024-01-25,Closed,67043.23,756,No,Yes,No,2018-06-28,Pending,ZUW15X7J3F,618907949979,G7RREG@bankmail.com,9620494358,Priya Kumar,2019-12-16,5.93,123293.74,Active
ACC105492,Sneha Singh,51,Male,Mumbai,RJ,Savings,581682.22,BR748,IFSC81283,TXN6319307,Debit,36657.47,2019-08-09,Pending,171430.96,696,Yes,No,Yes,2020-10-06,Pending,OPH7KEZ575,297981997367,0M9CKL@bankmail.com,7179202066,Rohit Jain,2022-01-12,5.63,63459.78,Inactive
ACC105493,Neha Kumar,40,Male,Mumbai,MP,Current,709681.31,BR233,IFSC29794,TXN3983786,Credit,21145.68,2018-02-02,Closed,337454.88,502,No,Yes,No,2018-10-20,Verified,N0F3TBQG8V,520934325092,0AIHZ2@bankmail.com,9639905697,Priya Patel,2025-06-14,6.9,77213.72,Inactive
ACC105494,Neha Verma,71,Male,Indore,MH,Savings,333466.09,BR237,IFSC86601,TXN6281599,Debit,26795.98,2019-01-17,Closed,136176.71,608,No,No,Yes,2022-11-24,Verified,T8VXU9NFIC,721206870727,KVE13A@bankmail.com,7468212407,Sneha Sharma,2020-08-02,5.42,126512.27,Active
ACC105495,Arjun Sharma,42,Female,Bhopal,DL,Savings,714196.8,BR751,IFSC32736,TXN3291259,Credit,8885.98,2022-08-23,Active,73807.57,595,No,Yes,Yes,2024-09-13,Pending,9N59H47LZC,380203774868,EBRRA7@bankmail.com,6967106131,Rahul Verma,2022-06-04,2.24,24459.21,Active
ACC105496,Priya Singh,60,Female,Mumbai,UP,Current,749278.64,BR574,IFSC13984,TXN7572700,Debit,3150.61,2019-03-05,Pending,300584.67,790,Yes,No,No,2018-01-28,Verified,NAOZ9QEKAH,236875190899,JYBVQV@bankmail.com,7339155853,Neha Verma,2021-06-03,2.66,60160.53,Inactive
ACC105497,Priya Patel,29,Male,Lucknow,RJ,Savings,355295.19,BR558,IFSC74907,TXN9201586,Credit,41630.3,2018-07-04,Closed,148982.44,471,No,Yes,Yes,2018-02-19,Pending,3HZRUWKD6D,307253150313,377QR8@bankmail.com,7715558593,Anjali Patel,2023-03-24,8.64,46294.34,Inactive
ACC105498,Kavya Jain,24,Male,Lucknow,UP,Savings,924195.22,BR286,IFSC66155,TXN8814124,Credit,24233.34,2020-10-14,Active,399936.08,733,No,No,No,2025-12-30,Verified,GENEZ0A8X9,248481602825,PKXHRK@bankmail.com,7863795435,Sneha Jain,2023-05-31,8.4,163737.89,Inactive
ACC105499,Anjali Sharma,35,Female,Mumbai,RJ,Current,861737.36,BR284,IFSC23676,TXN1973975,Debit,24800.57,2024-04-14,Pending,208276.21,876,Yes,No,No,2025-01-31,Pending,C0CRMT6MBS,470841816901,MS50BH@bankmail.com,6355980484,Neha Gupta,2020-12-02,4.2,97737.48,Active
ACC105500,Amit Gupta,22,Female,Jaipur,UP,Current,845917.43,BR727,IFSC32591,TXN8137606,Credit,4991.57,2023-05-02,Closed,222526.64,393,No,No,Yes,2019-09-27,Verified,8I0BTFF6KR,725743422640,P1DN6F@bankmail.com,8380289371,Amit Sharma,2019-09-10,6.39,66983.62,Inactive
ACC105501,Neha Jain,50,Male,Lucknow,UP,Current,104678.79,BR428,IFSC54805,TXN9513581,Debit,13114.02,2021-01-28,Closed,222265.48,510,Yes,Yes,No,2020-04-14,Pending,9TE0FJWIT8,962355484607,XH6582@bankmail.com,8255311360,Anjali Sharma,2024-04-17,5.16,88697.61,Inactive
ACC105502,Rahul Kumar,53,Female,Pune,RJ,Current,802426.32,BR146,IFSC39641,TXN3078565,Debit,33601.52,2024-12-07,Active,254349.01,843,No,No,No,2025-08-04,Pending,4D1B6LJZ4L,779286216766,UVPEBP@bankmail.com,7667873857,Amit Gupta,2023-09-04,4.65,124778.99,Active
ACC105503,Kavya Singh,63,Female,Mumbai,MH,Savings,550267.02,BR640,IFSC19835,TXN3912676,Debit,14343.43,2021-05-10,Closed,267502.53,407,Yes,No,Yes,2019-08-25,Pending,WI2WTRLIPD,688194675612,KOCEUD@bankmail.com,7644609976,Amit Verma,2020-06-03,7.99,197955.67,Active
ACC105504,Rohit Gupta,68,Male,Delhi,UP,Current,186970.42,BR251,IFSC54295,TXN5687072,Debit,18268.71,2024-12-12,Closed,120213.91,780,Yes,No,Yes,2018-07-27,Pending,LSLEZE6VMG,789450501520,XDEOLQ@bankmail.com,7383573409,Sneha Verma,2018-11-17,8.16,85523.38,Active
ACC105505,Arjun Patel,20,Female,Pune,MH,Current,511020.81,BR136,IFSC34470,TXN8378553,Debit,45144.24,2018-09-28,Closed,429483.29,655,Yes,Yes,No,2019-12-16,Verified,QTYYHZ2WC6,668530862323,UM94UW@bankmail.com,6665414659,Kavya Singh,2024-05-07,7.06,25480.0,Active
ACC105506,Amit Singh,68,Female,Pune,RJ,Current,205754.16,BR544,IFSC53081,TXN1589194,Credit,32534.07,2020-05-29,Closed,315976.27,772,No,Yes,No,2020-01-31,Pending,HAC1UX6GXU,197797382546,AHLOLA@bankmail.com,7516235092,Sneha Kumar,2022-12-05,5.34,148811.48,Active
ACC105507,Kavya Patel,39,Male,Bhopal,RJ,Current,731401.64,BR455,IFSC10111,TXN8587348,Debit,420.69,2021-08-03,Closed,338146.96,829,No,No,Yes,2025-09-25,Verified,JKE5RES9D2,965017481876,R7IKSW@bankmail.com,7039823145,Sneha Singh,2019-05-15,8.99,175681.31,Active
ACC105508,Neha Gupta,25,Male,Mumbai,MP,Savings,776157.84,BR729,IFSC44855,TXN6125833,Debit,38677.02,2024-02-10,Closed,267574.53,881,Yes,No,Yes,2021-03-17,Pending,LAQHOJ10KS,865602783184,B58PRW@bankmail.com,6973287570,Arjun Gupta,2025-07-19,6.36,184047.61,Active
ACC105509,Arjun Sharma,51,Female,Lucknow,RJ,Current,375993.55,BR744,IFSC15312,TXN6339743,Credit,47392.1,2022-12-18,Pending,268047.45,474,Yes,No,Yes,2023-09-20,Verified,5E673SYEH2,746451560780,E17VM7@bankmail.com,6089644069,Rahul Verma,2018-06-30,5.62,14463.49,Inactive
ACC105510,Vikas Kumar,60,Female,Indore,RJ,Current,14034.74,BR528,IFSC64083,TXN7298184,Debit,25955.81,2025-04-05,Closed,485385.16,507,Yes,No,Yes,2020-07-13,Verified,ZSOFFWJ9NS,519370923002,U5KFYZ@bankmail.com,9682032587,Rahul Verma,2024-09-30,4.27,74060.77,Active
